,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,xbonus,expected_fpl_points,fpl_points_over_expected
13902,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,15,4000000,2524,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13903,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,16,4000000,2467,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13904,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,17,4000000,2145,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13905,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,18,4000000,2127,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13906,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,19,4000000,2112,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13907,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,20,4000000,4170,CHE (A) / MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13908,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,21,4000000,2073,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13909,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,22,4000000,2032,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13910,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,23,4000000,2008,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13911,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,24,4000000,1987,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13912,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,25,4000000,1945,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13913,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,26,4000000,1935,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13914,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,27,4000000,3830,MCI (H) / BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13915,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,28,4000000,1896,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13916,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,29,4000000,1870,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13917,495,Remi,Matthews,Matthews,Remi Matthews,1,GK,Crystal Palace,30,4000000,1864,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13946,497,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,1,GK,Liverpool,1,4000000,62020,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13947,497,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,1,GK,Liverpool,2,4000000,70411,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13948,497,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,1,GK,Liverpool,3,4000000,73067,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13949,497,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,1,GK,Liverpool,4,4000000,73858,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13950,497,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,1,GK,Liverpool,5,4000000,71159,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13951,497,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,1,GK,Liverpool,6,4000000,69340,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13973,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,1,4000000,1280,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13974,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,2,4000000,1014,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13975,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,3,4000000,903,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13976,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,4,4000000,832,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13977,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,5,4000000,781,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13978,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,6,4000000,733,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13979,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,9,4000000,671,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13980,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,10,4000000,660,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13981,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,11,4000000,649,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13982,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,12,4000000,634,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13983,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,13,4000000,632,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13984,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,14,4000000,619,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13985,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,15,4000000,612,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13986,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,16,4000000,604,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13987,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,17,4000000,578,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13988,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,18,4000000,576,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13989,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,19,4000000,574,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13990,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,20,4000000,571,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13991,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,21,4000000,568,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13992,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,22,4000000,563,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13993,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,23,4000000,562,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13994,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,24,4000000,561,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13995,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,25,4000000,1104,CRY (A) / WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13996,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,26,4000000,556,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13997,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,27,4000000,552,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13998,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,29,4000000,1104,MCI (A) / CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
13999,498,Rhys,R.Williams,Williams,Rhys Williams,2,DEF,Liverpool,30,4000000,550,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14000,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,1,4000000,1014,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14001,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,2,4000000,779,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14002,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,3,4000000,686,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14003,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,4,4000000,630,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14004,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,5,4000000,604,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14005,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,6,4000000,582,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14006,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,9,4000000,539,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14007,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,10,4000000,531,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14008,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,11,4000000,519,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14009,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,12,4000000,513,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14010,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,13,4000000,509,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14011,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,14,4000000,503,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14012,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,15,4000000,496,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14013,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,16,4000000,491,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14014,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,17,4000000,477,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14015,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,18,4000000,474,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14016,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,19,4000000,472,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14017,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,20,4000000,468,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14018,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,21,4000000,466,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14019,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,22,4000000,464,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14020,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,23,4000000,461,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14021,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,24,4000000,460,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14022,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,25,4000000,912,CRY (A) / WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14023,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,26,4000000,453,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14024,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,27,4000000,452,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14025,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,29,4000000,902,MCI (A) / CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14026,499,Ben,Davies,Davies,Ben Davies,2,DEF,Liverpool,30,4000000,451,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14027,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,1,4000000,19524,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14028,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,2,4000000,25245,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14029,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,3,4000000,29008,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14030,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,4,4000000,31453,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14031,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,5,4000000,30652,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14032,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,6,4000000,24515,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14033,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,9,4000000,20443,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14034,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,10,4000000,19628,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14035,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,11,4000000,19110,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14036,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,12,4000000,18362,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14037,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,13,4000000,18332,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14038,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,14,4000000,17965,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14039,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,15,4000000,17604,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14040,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,16,4000000,17298,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14041,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,17,4000000,16397,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14042,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,18,4000000,16244,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14043,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,19,4000000,16120,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14044,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,20,4000000,15954,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14045,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,21,4000000,15775,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14046,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,22,4000000,15574,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14047,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,23,4000000,15479,EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14048,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,24,4000000,15398,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14049,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,25,4000000,30470,CRY (A) / WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14050,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,26,4000000,15196,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14051,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,27,4000000,15103,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14052,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,29,4000000,29954,MCI (A) / CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14053,500,Sepp,Van den Berg,van den Berg,Sepp van den Berg,2,DEF,Liverpool,30,4000000,14934,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14054,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,1,4000000,19157,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14056,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,3,4000000,43288,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14057,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,4,4000000,48328,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14058,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,5,4000000,45851,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14059,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,6,4000000,45415,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14060,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,9,4000000,46098,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14061,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,10,4000000,46447,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14062,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,11,4000000,46314,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14063,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,12,4000000,44151,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14064,501,Nathaniel,Phillips,Phillips,Nathaniel Phillips,2,DEF,Liverpool,13,4000000,44664,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14081,502,Scott,Carson,Carson,Scott Carson,1,GK,Man City,1,4000000,11672,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14082,502,Scott,Carson,Carson,Scott Carson,1,GK,Man City,2,4000000,13510,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14083,502,Scott,Carson,Carson,Scott Carson,1,GK,Man City,3,4000000,13133,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14084,502,Scott,Carson,Carson,Scott Carson,1,GK,Man City,4,4000000,13003,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14085,502,Scott,Carson,Carson,Scott Carson,1,GK,Man City,5,4000000,12712,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14533,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,1,4000000,204804,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14534,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,2,4000000,211717,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14535,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,3,4000000,206645,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14536,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,4,4000000,201276,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14537,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,5,4000000,195585,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14538,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,6,4000000,189326,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
14539,518,Wayne,Hennessey,Hennessey,Wayne Hennessey,1,GK,Nott'm Forest,8,4000000,179199,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
