,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,expected_fpl_points
7773,299,Kyle,Walker,Walker,Kyle Walker,2,DEF,MCI,1,5000000,733920,WHU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.04,0.49,6.12
8126,313,Oleksandr,Zinchenko,Zinchenko,Oleksandr Zinchenko,2,DEF,ARS,3,5200000,2667853,BOU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.04,0.28,6.12
2238,85,Rico,Henry,Henry,Rico Henry,2,DEF,BRE,9,4500000,120578,BOU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.03,0.38,6.09
15318,588,Thilo,Kehrer,Kehrer,Thilo Kehrer,2,DEF,WHU,13,4500000,45956,BOU (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.01,0.01,0.39,6.09
9456,366,Fabian,Schär,Schär,Fabian Schär,2,DEF,NEW,9,4700000,948358,FUL (A),6,82,0,0,1,0,0,0,0,0,0,0,0,80.0,1,0.0,0.03,0.05,6.09
13729,526,Ben,Mee,Mee,Ben Mee,2,DEF,BRE,21,4700000,995217,LEE (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.03,0.5,6.09
7854,302,John,Stones,Stones,John Stones,2,DEF,MCI,8,5400000,229753,WOL (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.01,0.01,0.41,6.09
8828,341,Aaron,Wan-Bissaka,Wan-Bissaka,Aaron Wan-Bissaka,2,DEF,MUN,19,4300000,62527,BOU (H),6,68,0,0,1,0,0,0,0,0,0,0,0,70.0,1,0.0,0.02,0.37,6.06
14046,538,Ashley,Young,Young,Ashley Young,2,DEF,AVL,21,4400000,89353,SOU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.02,0.41,6.06
2223,84,Kristoffer,Ajer,Ajer,Kristoffer Ajer,2,DEF,BRE,20,4500000,7528,BOU (H),6,81,0,0,1,0,0,0,0,0,0,0,0,80.0,1,0.0,0.02,0.45,6.06
6125,235,Pascal,Struijk,Struijk,Pascal Struijk,2,DEF,LEE,21,4500000,113509,BRE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.02,0.29,6.06
12306,472,Nayef,Aguerd,Aguerd,Nayef Aguerd,2,DEF,WHU,25,4800000,23597,NFO (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.02,0.42,6.06
9461,366,Fabian,Schär,Schär,Fabian Schär,2,DEF,NEW,14,4900000,1344532,AVL (H),6,82,0,0,1,0,0,0,0,0,0,0,0,80.0,1,0.0,0.02,0.37,6.06
400,16,Gabriel,Gabriel,dos Santos Magalhães,Gabriel dos Santos Magalhães,2,DEF,ARS,14,5100000,1127571,NFO (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.02,0.43,6.06
8732,337,Victor,Lindelöf,Lindelöf,Victor Lindelöf,2,DEF,MUN,19,4200000,16248,BOU (H),6,87,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.45,6.03
1016,39,Tyrone,Mings,Mings,Tyrone Mings,2,DEF,AVL,21,4300000,436610,SOU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.41,6.03
6697,257,Daniel,Amartey,Amartey,Daniel Amartey,2,DEF,LEI,11,4300000,20423,CRY (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.39,6.03
9747,377,Sven,Botman,Botman,Sven Botman,2,DEF,NEW,14,4400000,255147,AVL (H),6,70,0,0,1,0,0,0,0,0,0,0,0,70.0,1,0.0,0.01,0.37,6.03
2818,108,Adam,Webster,Webster,Adam Webster,2,DEF,BHA,2,4500000,15249,NEW (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.22,6.03
2839,108,Adam,Webster,Webster,Adam Webster,2,DEF,BHA,26,4500000,45972,WHU (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.38,6.03
7449,286,Joseph,Gomez,Gomez,Joseph Gomez,2,DEF,LIV,4,4500000,44203,BOU (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.33,6.03
15853,612,Wout,Faes,Faes,Wout Faes,2,DEF,LEI,11,4500000,6798,CRY (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.39,6.03
7796,299,Kyle,Walker,Walker,Kyle Walker,2,DEF,MCI,26,4800000,505000,NEW (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.43,6.03
13390,513,Clément,Lenglet,Lenglet,Clément Lenglet,2,DEF,TOT,25,4800000,37223,CHE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.41,6.03
11539,443,Cristian,Romero,Romero,Cristian Romero,2,DEF,TOT,25,4900000,148435,CHE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.41,6.03
8007,308,Nathan,Aké,Aké,Nathan Aké,2,DEF,MCI,10,5000000,85915,SOU (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.16,6.03
15808,610,Manuel,Akanji,Akanji,Manuel Akanji,2,DEF,MCI,8,5000000,9643,WOL (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.41,6.03
15825,610,Manuel,Akanji,Akanji,Manuel Akanji,2,DEF,MCI,26,5000000,297105,NEW (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.43,6.03
8099,312,Rúben,Dias,Gato Alves Dias,Rúben Gato Alves Dias,2,DEF,MCI,1,6000000,917791,WHU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.01,0.49,6.03
12124,465,Jarrod,Bowen,Bowen,Jarrod Bowen,3,MID,WHU,25,8000000,368899,NFO (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.3,0.51,0.42,6.03
2693,102,Jason,Steele,Steele,Jason Steele,1,GK,BHA,26,3900000,74418,WHU (H),6,90,0,0,1,0,0,0,0,0,0,2,0,90.0,1,0.0,0.0,0.38,6.0
11079,426,Fraser,Forster,Forster,Fraser Forster,1,GK,TOT,24,3900000,422091,WHU (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.48,6.0
11080,426,Fraser,Forster,Forster,Fraser Forster,1,GK,TOT,25,3900000,457880,CHE (H),6,90,0,0,1,0,0,0,0,0,0,2,0,90.0,1,0.0,0.0,0.41,6.0
6616,254,Danny,Ward,Ward,Danny Ward,1,GK,LEI,11,4100000,2764649,CRY (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.39,6.0
10048,388,Joe,Worrall,Worrall,Joe Worrall,2,DEF,NFO,19,4200000,11627,SOU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.39,6.0
2431,92,Ethan,Pinnock,Pinnock,Ethan Pinnock,2,DEF,BRE,20,4400000,14568,BOU (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.47,6.0
2432,92,Ethan,Pinnock,Pinnock,Ethan Pinnock,2,DEF,BRE,21,4400000,19985,LEE (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.5,6.0
4415,170,Tyrick,Mitchell,Mitchell,Tyrick Mitchell,2,DEF,CRY,24,4400000,70581,BRE (A),6,81,0,0,1,0,0,0,0,0,0,0,0,80.0,1,0.0,0.0,0.45,6.0
40,2,Bernd,Leno,Leno,Bernd Leno,1,GK,FUL,17,4500000,199970,CRY (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.4,6.0
2134,81,David,Raya,Raya Martin,David Raya Martin,1,GK,BRE,9,4500000,729000,BOU (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.38,6.0
2224,84,Kristoffer,Ajer,Ajer,Kristoffer Ajer,2,DEF,BRE,21,4500000,9171,LEE (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.5,6.0
2945,113,Robert,Sánchez,Sánchez,Robert Sánchez,1,GK,BHA,2,4500000,1024877,NEW (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.22,6.0
6203,238,Illan,Meslier,Meslier,Illan Meslier,1,GK,LEE,21,4500000,200861,BRE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.29,6.0
6207,238,Illan,Meslier,Meslier,Illan Meslier,1,GK,LEE,25,4500000,222006,SOU (H),6,90,0,0,1,0,0,0,0,0,0,2,0,90.0,1,0.0,0.0,0.37,6.0
9253,358,Dan,Burn,Burn,Dan Burn,2,DEF,NEW,14,4500000,184962,AVL (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.37,6.0
12052,463,Vladimir,Coufal,Coufal,Vladimir Coufal,2,DEF,WHU,4,4500000,78549,AVL (A),6,67,0,0,1,0,0,0,0,0,0,0,0,70.0,1,0.0,0.0,0.3,6.0
15310,588,Thilo,Kehrer,Kehrer,Thilo Kehrer,2,DEF,WHU,4,4500000,2743,AVL (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.49,6.0
2857,109,Joël,Veltman,Veltman,Joël Veltman,2,DEF,BHA,19,4600000,309386,EVE (A),6,70,0,0,1,0,0,0,0,0,0,0,0,70.0,1,0.0,0.0,0.49,6.0
2953,113,Robert,Sánchez,Sánchez,Robert Sánchez,1,GK,BHA,12,4700000,1660562,NFO (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.13,6.0
374,15,Aaron,Ramsdale,Ramsdale,Aaron Ramsdale,1,GK,ARS,14,4900000,1141584,NFO (H),6,90,0,0,1,0,0,0,0,0,0,2,0,90.0,1,0.0,0.0,0.43,6.0
375,15,Aaron,Ramsdale,Ramsdale,Aaron Ramsdale,1,GK,ARS,15,4900000,1126726,CHE (A),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.29,6.0
787,31,Emiliano,Martínez,Martínez Romero,Emiliano Martínez Romero,1,GK,AVL,8,4900000,459210,SOU (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.34,6.0
788,31,Emiliano,Martínez,Martínez Romero,Emiliano Martínez Romero,1,GK,AVL,9,4900000,516785,LEE (A),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.37,6.0
365,15,Aaron,Ramsdale,Ramsdale,Aaron Ramsdale,1,GK,ARS,3,5000000,1366505,BOU (A),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.28,6.0
9709,376,Nick,Pope,Pope,Nick Pope,1,GK,NEW,1,5000000,334464,NFO (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.28,6.0
11849,455,Lukasz,Fabianski,Fabianski,Lukasz Fabianski,1,GK,WHU,11,5000000,161572,SOU (A),6,90,0,0,0,1,0,0,0,0,0,7,2,90.0,1,0.0,0.0,0.45,6.0
11863,455,Lukasz,Fabianski,Fabianski,Lukasz Fabianski,1,GK,WHU,25,5000000,141974,NFO (H),6,68,0,0,1,0,0,0,0,0,0,2,0,70.0,1,0.0,0.0,0.23,6.0
12447,478,José,Sá,Malheiro de Sá,José Malheiro de Sá,1,GK,WOL,5,5000000,495340,BOU (A),6,90,0,0,1,0,0,0,0,0,0,2,0,90.0,1,0.0,0.0,0.42,6.0
9719,376,Nick,Pope,Pope,Nick Pope,1,GK,NEW,12,5300000,2275676,EVE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.17,6.0
9721,376,Nick,Pope,Pope,Nick Pope,1,GK,NEW,14,5300000,2198605,AVL (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.37,6.0
9725,376,Nick,Pope,Pope,Nick Pope,1,GK,NEW,18,5300000,2323021,LEE (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.47,6.0
7341,281,Alisson,Alisson,Ramses Becker,Alisson Ramses Becker,1,GK,LIV,23,5400000,1483005,EVE (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.28,6.0
7998,307,Ederson,Ederson,Santana de Moraes,Ederson Santana de Moraes,1,GK,MCI,27,5400000,1541235,CRY (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.17,6.0
9728,376,Nick,Pope,Pope,Nick Pope,1,GK,NEW,21,5400000,2659081,CRY (A),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.3,6.0
7324,281,Alisson,Alisson,Ramses Becker,Alisson Ramses Becker,1,GK,LIV,4,5500000,1568834,BOU (H),6,90,0,0,1,0,0,0,0,0,0,2,0,90.0,1,0.0,0.0,0.33,6.0
7975,307,Ederson,Ederson,Santana de Moraes,Ederson Santana de Moraes,1,GK,MCI,2,5500000,1571574,BOU (H),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.13,6.0
7980,307,Ederson,Ederson,Santana de Moraes,Ederson Santana de Moraes,1,GK,MCI,8,5500000,1693350,WOL (A),6,90,0,0,1,0,0,0,0,0,0,1,0,90.0,1,0.0,0.0,0.41,6.0
7982,307,Ederson,Ederson,Santana de Moraes,Ederson Santana de Moraes,1,GK,MCI,10,5500000,1640262,SOU (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.16,6.0
11039,425,Hugo,Lloris,Lloris,Hugo Lloris,1,GK,TOT,11,5500000,624551,EVE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.43,6.0
8105,312,Rúben,Dias,Gato Alves Dias,Rúben Gato Alves Dias,2,DEF,MCI,8,6000000,1080581,WOL (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,1,0.0,0.0,0.41,6.0
488,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,ARS,24,6500000,3866900,AVL (A),6,22,1,0,0,0,0,0,0,0,0,0,0,20.0,0,0.98,0.02,0.18,5.96
8945,346,Andreas,Andreas,Hoelgebaum Pereira,Andreas Hoelgebaum Pereira,3,MID,FUL,15,4600000,2630117,MCI (A),6,87,1,0,0,1,0,0,0,1,0,0,0,90.0,0,0.79,0.0,1.18,5.95
8636,333,Bruno,Fernandes,Borges Fernandes,Bruno Borges Fernandes,3,MID,MUN,19,9800000,361176,BOU (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.16,0.7,0.49,5.9
706,28,Gabriel,Jesus,Fernando de Jesus,Gabriel Fernando de Jesus,4,FWD,ARS,5,8200000,8026017,AVL (H),6,87,1,0,0,1,0,0,0,0,0,0,0,90.0,1,0.9,0.09,0.45,5.87
5858,225,Rodrigo,Rodrigo,Moreno,Rodrigo Moreno,3,MID,LEE,14,6300000,570393,LIV (A),6,51,1,0,0,1,0,0,0,0,0,0,0,50.0,0,0.95,0.02,0.69,5.81
6828,262,Kelechi,Iheanacho,Iheanacho,Kelechi Iheanacho,4,FWD,LEI,6,6200000,50885,BHA (A),6,71,1,0,0,4,0,0,0,0,0,0,0,70.0,0,0.92,0.01,2.41,5.71
11091,427,Harry,Kane,Kane,Harry Kane,4,FWD,TOT,9,11400000,2011573,ARS (A),6,90,1,0,0,3,0,0,0,0,0,0,0,90.0,0,0.91,0.02,2.38,5.7
2741,104,Pascal,Groß,Groß,Pascal Groß,3,MID,BHA,26,5400000,1058355,WHU (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.04,0.81,0.38,5.63
708,28,Gabriel,Jesus,Fernando de Jesus,Gabriel Fernando de Jesus,4,FWD,ARS,8,8100000,7527911,BRE (A),6,90,1,0,1,0,0,0,0,1,0,0,1,90.0,0,0.83,0.03,0.53,5.41
73,3,Granit,Xhaka,Xhaka,Granit Xhaka,3,MID,ARS,25,4900000,615536,LEI (A) / EVE (H),6,161,0,0,2,0,0,0,0,0,0,0,0,160.0,1,0.0,0.12,0.76,5.36
11110,427,Harry,Kane,Kane,Harry Kane,4,FWD,TOT,28,11800000,4868165,SOU (A),6,90,1,0,0,3,0,0,0,0,0,0,0,90.0,0,0.77,0.07,2.4,5.29
7669,294,Harvey,Elliott,Elliott,Harvey Elliott,3,MID,LIV,26,4900000,70560,MUN (H),6,84,0,1,1,0,0,0,0,0,0,0,0,80.0,0,0.16,0.82,0.88,5.26
1631,62,Kieffer,Moore,Moore,Kieffer Moore,4,FWD,BOU,16,5400000,133254,EVE (H),6,66,1,0,1,0,0,0,0,0,0,0,0,70.0,0,0.8,0.02,0.59,5.26
8672,335,Marcus,Rashford,Rashford,Marcus Rashford,3,MID,MUN,5,6300000,603348,LEI (A),6,86,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.19,0.43,0.5,5.24
12549,481,Hwang,Hwang,Hee-chan,Hwang Hee-chan,3,MID,WOL,27,5700000,15699,NEW (A),6,21,1,0,0,1,0,0,0,0,0,0,0,20.0,0,0.8,0.07,0.15,5.21
9191,356,Callum,Wilson,Wilson,Callum Wilson,4,FWD,NEW,3,7500000,273938,MCI (H),6,69,1,0,0,3,0,0,0,0,0,0,0,70.0,0,0.79,0.01,1.83,5.19
11456,440,Rodrigo,Bentancur,Bentancur,Rodrigo Bentancur,3,MID,TOT,23,5400000,38513,LEI (A),6,64,1,0,0,3,0,0,0,1,0,0,0,60.0,0,0.81,0.01,1.24,5.08
2260,86,Vitaly,Janelt,Janelt,Vitaly Janelt,3,MID,BRE,4,5500000,5874,EVE (H),6,21,1,0,0,0,0,0,0,0,0,0,0,20.0,0,0.77,0.07,0.26,5.06
16969,680,Cody,Gakpo,Gakpo,Cody Gakpo,3,MID,LIV,24,7700000,119222,NEW (A),6,58,1,0,0,0,0,0,0,0,0,0,0,60.0,0,0.81,0.0,1.51,5.05
4380,169,Eberechi,Eze,Eze,Eberechi Eze,3,MID,CRY,15,5700000,463394,WHU (A),6,90,0,1,0,1,0,0,0,0,0,0,1,90.0,1,0.36,0.08,0.26,5.04
7912,304,Raheem,Sterling,Sterling,Raheem Sterling,3,MID,CHE,17,9700000,469087,BOU (H),6,87,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.07,0.56,0.37,5.03
8258,318,Erling,Haaland,Haaland,Erling Haaland,4,FWD,MCI,10,12200000,8905419,SOU (H),6,90,1,0,1,0,0,0,0,0,0,0,0,90.0,1,0.71,0.06,0.16,5.02
3755,145,Kai,Havertz,Havertz,Kai Havertz,4,FWD,CHE,10,7700000,219542,WOL (H),6,85,1,0,1,0,0,0,0,0,0,0,0,80.0,0,0.7,0.07,1.04,5.01
10827,417,Romain,Perraud,Perraud,Romain Perraud,2,DEF,SOU,15,4400000,22719,NEW (H),6,90,1,0,0,4,0,0,0,0,0,0,0,90.0,0,0.47,0.03,0.86,4.91
469,19,Gabriel,Martinelli,Martinelli Silva,Gabriel Martinelli Silva,3,MID,ARS,3,6300000,3788936,BOU (A),6,74,0,1,1,0,0,0,0,0,0,0,0,70.0,1,0.36,0.03,0.12,4.89
6017,231,Daniel,James,James,Daniel James,3,MID,FUL,16,6000000,14637,MUN (H),6,31,1,0,0,1,0,0,0,0,0,0,0,30.0,0,0.76,0.01,0.51,4.83
8252,318,Erling,Haaland,Haaland,Erling Haaland,4,FWD,MCI,3,11700000,5676608,NEW (A),6,90,1,0,0,3,0,0,0,0,0,0,0,90.0,0,0.69,0.01,1.81,4.79
9667,374,Bruno,Bruno Guimarães,Guimarães Rodriguez Moura,Bruno Guimarães Rodriguez Moura,3,MID,NEW,12,5700000,566555,EVE (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.31,0.07,0.17,4.76
7823,301,Kevin,De Bruyne,De Bruyne,Kevin De Bruyne,3,MID,MCI,1,12000000,1151254,WHU (A),6,87,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.16,0.31,0.49,4.73
7816,300,Ilkay,Gündogan,Gündogan,Ilkay Gündogan,3,MID,MCI,21,7300000,218923,WOL (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,0,0.52,0.04,0.83,4.72
2340,89,Yoane,Wissa,Wissa,Yoane Wissa,3,MID,BRE,6,5400000,20782,LEE (H),6,7,1,0,0,0,0,0,0,0,0,0,0,10.0,0,0.73,0.02,0.18,4.71
7841,301,Kevin,De Bruyne,De Bruyne,Kevin De Bruyne,3,MID,MCI,21,12500000,4274732,WOL (H),6,76,0,1,1,0,0,0,0,0,0,0,0,80.0,1,0.0,0.57,0.43,4.71
9189,356,Callum,Wilson,Wilson,Callum Wilson,4,FWD,NEW,1,7500000,290279,NFO (H),6,89,1,0,1,0,0,0,0,0,0,0,0,90.0,1,0.61,0.07,0.28,4.65
9579,371,Joelinton Cássio,Joelinton,Apolinário de Lira,Joelinton Cássio Apolinário de Lira,3,MID,NEW,1,6000000,42379,NFO (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.2,0.21,0.28,4.63
7889,303,Riyad,Mahrez,Mahrez,Riyad Mahrez,3,MID,MCI,19,7500000,180974,CHE (A),6,30,1,0,0,0,0,0,0,0,0,0,0,30.0,0,0.71,0.01,0.12,4.58
11103,427,Harry,Kane,Kane,Harry Kane,4,FWD,TOT,21,11700000,3972957,FUL (A),6,90,1,0,1,0,0,0,0,0,0,0,0,90.0,0,0.63,0.02,1.18,4.58
332,13,Bukayo,Saka,Saka,Bukayo Saka,3,MID,ARS,24,8400000,3730364,AVL (A),6,90,1,0,0,2,0,0,0,1,0,0,0,90.0,0,0.32,0.32,0.51,4.56
8265,318,Erling,Haaland,Haaland,Erling Haaland,4,FWD,MCI,18,12200000,9300515,EVE (H),6,90,1,0,0,1,0,0,0,1,0,0,1,90.0,1,0.63,0.01,0.09,4.55
5494,211,Harrison,Reed,Reed,Harrison Reed,3,MID,FUL,13,4500000,139783,LEE (A),6,90,0,1,0,2,0,0,0,0,0,0,1,90.0,0,0.32,0.3,1.71,4.5
12302,472,Nayef,Aguerd,Aguerd,Nayef Aguerd,2,DEF,WHU,21,4800000,10985,EVE (H),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,0,0.41,0.01,0.67,4.49
7730,297,Darwin,Darwin,Núñez Ribeiro,Darwin Núñez Ribeiro,4,FWD,LIV,10,8800000,574922,ARS (A),6,90,1,0,0,3,0,0,0,0,0,0,0,90.0,0,0.6,0.01,3.09,4.43
8615,332,Luke,Shaw,Shaw,Luke Shaw,2,DEF,MUN,22,5300000,5940002,CRY (H) / LEE (H),6,180,0,1,0,3,0,0,0,0,0,0,0,180.0,0,0.0,0.14,1.98,4.42
9655,373,Joe,Willock,Willock,Joe Willock,3,MID,NEW,27,4700000,45509,WOL (H),6,90,0,1,0,1,0,0,0,0,0,0,1,90.0,0,0.44,0.07,1.12,4.41
11600,446,Dejan,Kulusevski,Kulusevski,Dejan Kulusevski,3,MID,TOT,4,8200000,1445786,NFO (A),6,82,0,1,1,0,0,0,0,0,0,0,0,80.0,0,0.22,0.42,0.66,4.36
17195,705,Dango,Ouattara,Ouattara,Dango Ouattara,3,MID,BOU,27,5000000,2329,LIV (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,0,0.44,0.04,1.75,4.32
2355,89,Yoane,Wissa,Wissa,Yoane Wissa,3,MID,BRE,22,5300000,25593,SOU (H),6,73,0,1,1,0,0,0,0,0,0,0,0,70.0,0,0.23,0.39,0.53,4.32
6898,264,Harvey,Barnes,Barnes,Harvey Barnes,3,MID,LEI,23,6700000,155599,TOT (H),6,90,1,0,0,1,0,0,0,1,0,0,0,90.0,0,0.36,0.17,1.28,4.31
7887,303,Riyad,Mahrez,Mahrez,Riyad Mahrez,3,MID,MCI,17,7500000,164888,LEE (A),6,87,0,1,0,1,0,0,0,0,0,0,1,90.0,0,0.3,0.26,0.52,4.28
5794,222,Luke,Ayling,Ayling,Luke Ayling,2,DEF,LEE,28,4500000,30662,WOL (A),6,90,1,0,0,2,0,0,0,1,0,0,0,90.0,0,0.5,0.09,2.86,4.27
12190,468,Tomas,Soucek,Soucek,Tomas Soucek,3,MID,WHU,13,5300000,111783,BOU (H),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,1,0.07,0.3,0.39,4.25
7218,276,Joel,Matip,Matip,Joel Matip,2,DEF,LIV,25,5900000,236018,CRY (A) / WOL (H),6,90,0,0,1,0,0,0,0,1,0,0,1,90.0,0,0.07,0.61,0.6,4.25
2492,95,Bryan,Mbeumo,Mbeumo,Bryan Mbeumo,4,FWD,BRE,2,6000000,205130,MUN (H),6,72,1,0,1,0,0,0,0,0,0,0,0,70.0,0,0.55,0.01,0.74,4.23
15902,614,Willian,Willian,Borges da Silva,Willian Borges da Silva,3,MID,FUL,17,5500000,15459,CRY (A),6,81,0,1,1,0,0,0,0,0,0,0,0,80.0,1,0.21,0.05,0.26,4.2
15265,586,Pervis,Estupiñán,Estupiñán,Pervis Estupiñán,2,DEF,BHA,4,4500000,6360,LEE (H),6,78,0,0,1,0,0,0,0,0,0,0,0,80.0,0,0.02,0.69,1.38,4.19
959,37,John,McGinn,McGinn,John McGinn,3,MID,AVL,18,5100000,61862,TOT (A),6,77,0,1,1,0,0,0,0,0,0,0,0,80.0,1,0.0,0.39,0.4,4.17
3324,128,Thiago,Thiago Silva,Emiliano da Silva,Thiago Emiliano da Silva,2,DEF,CHE,21,5400000,852735,LIV (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,0,0.35,0.02,1.4,4.16
9466,366,Fabian,Schär,Schär,Fabian Schär,2,DEF,NEW,19,4900000,1334526,ARS (A),6,90,0,0,1,0,0,0,0,0,0,0,0,90.0,0,0.32,0.07,1.13,4.13
1039,40,Ollie,Watkins,Watkins,Ollie Watkins,4,FWD,AVL,17,7100000,228695,LIV (H),6,90,1,0,0,3,0,0,0,0,0,0,0,90.0,0,0.51,0.02,2.75,4.1
637,25,Fábio,Fábio Vieira,Ferreira Vieira,Fábio Ferreira Vieira,3,MID,ARS,16,5700000,14701,WOL (A),6,75,0,1,1,0,0,0,0,0,0,0,0,80.0,0,0.07,0.58,0.68,4.09
7392,283,Mohamed,Salah,Salah,Mohamed Salah,3,MID,LIV,24,12600000,2455066,NEW (A),6,90,0,1,1,0,0,0,0,0,0,0,0,90.0,0,0.2,0.36,2.05,4.08
7074,271,Patson,Daka,Daka,Patson Daka,4,FWD,LEI,10,5700000,103616,BOU (A),6,66,1,0,1,0,0,0,0,0,0,0,0,70.0,1,0.51,0.01,0.49,4.07
7891,303,Riyad,Mahrez,Mahrez,Riyad Mahrez,3,MID,MCI,21,7600000,680349,WOL (H),6,80,0,1,1,0,0,0,0,0,0,0,0,80.0,1,0.1,0.19,0.43,4.07
2448,93,Frank,Onyeka,Onyeka,Frank Onyeka,3,MID,BRE,11,4800000,3802,BHA (H),6,70,0,1,1,0,0,0,0,0,0,0,0,70.0,0,0.13,0.47,1.54,4.06
