,player_code,first_name,web_name,second_name,player_name,position_id,position,team,round,value,selected,fixture,round_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,expected_fpl_minutes,expected_fpl_cleansheet_eligible,expected_goals,expected_assists,expected_goals_conceded,expected_fpl_points
17,1,Cédric,Cédric,Alves Soares,Cédric Alves Soares,2,DEF,FUL,20,4200000,14425,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
18,1,Cédric,Cédric,Alves Soares,Cédric Alves Soares,2,DEF,FUL,21,4200000,14379,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
19,1,Cédric,Cédric,Alves Soares,Cédric Alves Soares,2,DEF,FUL,22,4200000,14703,CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
21,1,Cédric,Cédric,Alves Soares,Cédric Alves Soares,2,DEF,FUL,24,4200000,14910,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
22,1,Cédric,Cédric,Alves Soares,Cédric Alves Soares,2,DEF,FUL,25,4200000,15236,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
24,1,Cédric,Cédric,Alves Soares,Cédric Alves Soares,2,DEF,FUL,27,4200000,14820,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
88,4,Mohamed,Elneny,Elneny,Mohamed Elneny,3,MID,ARS,14,4200000,64887,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
93,4,Mohamed,Elneny,Elneny,Mohamed Elneny,3,MID,ARS,19,4200000,91604,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
94,4,Mohamed,Elneny,Elneny,Mohamed Elneny,3,MID,ARS,20,4200000,90147,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
95,4,Mohamed,Elneny,Elneny,Mohamed Elneny,3,MID,ARS,21,4200000,84202,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
110,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,9,4200000,12343,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
111,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,10,4200000,12562,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
113,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,13,4200000,12380,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
114,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,14,4200000,12264,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
116,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,16,4200000,12141,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
117,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,17,4200000,12351,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
119,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,19,4200000,12199,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
120,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,20,4200000,12150,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
122,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,22,4200000,11971,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
123,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,23,4200000,23868,BRE (H) / MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
125,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,25,4200000,23752,LEI (A) / EVE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
126,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,26,4200000,11932,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
127,5,Rob,Holding,Holding,Rob Holding,2,DEF,ARS,27,4200000,11937,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
349,14,Takehiro,Tomiyasu,Tomiyasu,Takehiro Tomiyasu,2,DEF,ARS,15,4200000,94795,CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
350,14,Takehiro,Tomiyasu,Tomiyasu,Takehiro Tomiyasu,2,DEF,ARS,16,4200000,84158,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
351,14,Takehiro,Tomiyasu,Tomiyasu,Takehiro Tomiyasu,2,DEF,ARS,17,4200000,68325,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
362,14,Takehiro,Tomiyasu,Tomiyasu,Takehiro Tomiyasu,2,DEF,ARS,28,4200000,60583,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
820,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,14,4200000,18823,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
821,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,15,4200000,18542,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
822,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,16,4200000,18465,BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
823,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,17,4200000,18305,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
825,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,19,4200000,18118,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
826,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,20,4200000,18080,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
827,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,21,4200000,18032,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
828,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,22,4200000,17863,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
830,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,24,4200000,17809,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
831,32,Calum,Chambers,Chambers,Calum Chambers,2,DEF,AVL,25,4200000,17857,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1416,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,17,4200000,300087,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1417,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,18,4200000,298432,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1418,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,19,4200000,291034,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1419,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,20,4200000,274714,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1420,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,21,4200000,258403,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1421,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,22,4200000,242111,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1422,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,23,4200000,234198,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1423,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,24,4200000,228239,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1424,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,25,4200000,220445,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1425,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,26,4200000,217643,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1426,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,27,4200000,212945,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1427,54,Cameron,Archer,Archer,Cameron Archer,4,FWD,AVL,28,4200000,208635,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1908,72,Mark,Travers,Travers,Mark Travers,1,GK,BOU,23,4200000,44847,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1909,72,Mark,Travers,Travers,Mark Travers,1,GK,BOU,24,4200000,44228,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1910,72,Mark,Travers,Travers,Mark Travers,1,GK,BOU,25,4200000,43506,MCI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1911,72,Mark,Travers,Travers,Mark Travers,1,GK,BOU,26,4200000,43094,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1912,72,Mark,Travers,Travers,Mark Travers,1,GK,BOU,27,4200000,42689,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1913,72,Mark,Travers,Travers,Mark Travers,1,GK,BOU,28,4200000,42180,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2062,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,15,4200000,49212,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2063,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,16,4200000,46615,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2064,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,17,4200000,44589,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2066,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,19,4200000,44340,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2067,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,20,4200000,42939,BOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2068,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,21,4200000,41498,LEE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2069,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,22,4200000,39907,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2070,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,23,4200000,39060,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2071,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,24,4200000,38483,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2072,78,Pontus,Jansson,Jansson,Pontus Jansson,2,DEF,BRE,26,4200000,37554,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2980,114,Tariq,Lamptey,Lamptey,Tariq Lamptey,2,DEF,BHA,15,4200000,128185,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2991,114,Tariq,Lamptey,Lamptey,Tariq Lamptey,2,DEF,BHA,27,4200000,242326,LEE (A) / CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
3872,149,Billy,Gilmour,Gilmour,Billy Gilmour,3,MID,BHA,23,4200000,41902,CRY (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
3873,149,Billy,Gilmour,Gilmour,Billy Gilmour,3,MID,BHA,24,4200000,41457,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
3874,149,Billy,Gilmour,Gilmour,Billy Gilmour,3,MID,BHA,26,4200000,39446,WHU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
3875,149,Billy,Gilmour,Gilmour,Billy Gilmour,3,MID,BHA,27,4200000,78384,LEE (A) / CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4103,158,Luka,Milivojevic,Milivojevic,Luka Milivojevic,3,MID,CRY,22,4200000,38534,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4104,158,Luka,Milivojevic,Milivojevic,Luka Milivojevic,3,MID,CRY,23,4200000,37928,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4105,158,Luka,Milivojevic,Milivojevic,Luka Milivojevic,3,MID,CRY,24,4200000,37429,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4106,158,Luka,Milivojevic,Milivojevic,Luka Milivojevic,3,MID,CRY,25,4200000,37400,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4107,158,Luka,Milivojevic,Milivojevic,Luka Milivojevic,3,MID,CRY,26,4200000,36674,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4486,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,17,4200000,45157,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4487,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,18,4200000,47104,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4488,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,19,4200000,45298,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4489,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,20,4200000,88390,CHE (A) / MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4490,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,21,4200000,39972,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4491,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,22,4200000,33877,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4492,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,23,4200000,31593,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4493,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,24,4200000,30019,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4494,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,25,4200000,27966,LIV (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4495,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,26,4200000,27200,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4496,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,27,4200000,52302,MCI (H) / BHA (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4497,173,Malcolm,Ebiowei,Ebiowei,Malcolm Ebiowei,3,MID,CRY,28,4200000,25374,ARS (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4665,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,9,4200000,42130,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4666,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,10,4200000,42341,MUN (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4667,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,11,4200000,42350,TOT (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4668,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,12,4200000,42019,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4669,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,13,4200000,41521,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4670,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,14,4200000,40757,FUL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4671,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,15,4200000,39917,LEI (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4672,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,16,4200000,39300,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4673,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,17,4200000,38269,WOL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4674,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,18,4200000,37835,MCI (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4675,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,19,4200000,36758,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4676,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,20,4200000,34978,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4677,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,21,4200000,34113,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4678,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,22,4200000,33017,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4679,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,23,4200000,32511,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4680,180,Michael,Keane,Keane,Michael Keane,2,DEF,EVE,24,4200000,32405,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6170,237,Sam,Greenwood,Greenwood,Sam Greenwood,4,FWD,LEE,14,4200000,1023651,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6174,237,Sam,Greenwood,Greenwood,Sam Greenwood,4,FWD,LEE,18,4200000,1509030,NEW (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6255,240,Crysencio,Summerville,Summerville,Crysencio Summerville,3,MID,LEE,21,4200000,72793,BRE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6441,247,Darko,Gyabi,Gyabi,Darko Gyabi,3,MID,LEE,25,4200000,11081,SOU (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6442,247,Darko,Gyabi,Gyabi,Darko Gyabi,3,MID,LEE,26,4200000,10801,CHE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6443,247,Darko,Gyabi,Gyabi,Darko Gyabi,3,MID,LEE,27,4200000,10823,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6444,247,Darko,Gyabi,Gyabi,Darko Gyabi,3,MID,LEE,28,4200000,10783,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6708,257,Daniel,Amartey,Amartey,Daniel Amartey,2,DEF,LEI,22,4200000,97770,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6965,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,9,4200000,30118,NFO (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6966,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,10,4200000,30368,BOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6967,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,11,4200000,30072,CRY (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6968,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,12,4200000,29320,LEE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6969,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,13,4200000,27670,WOL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6971,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,15,4200000,27629,EVE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6972,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,16,4200000,26292,WHU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6973,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,17,4200000,25931,NEW (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6974,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,18,4200000,25861,LIV (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6975,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,19,4200000,25679,FUL (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6976,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,20,4200000,25443,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6977,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,21,4200000,25254,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6979,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,23,4200000,24813,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6980,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,24,4200000,24715,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6981,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,25,4200000,24684,ARS (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6982,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,26,4200000,24571,SOU (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6983,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,27,4200000,24507,CHE (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
6984,267,Çaglar,Söyüncü,Söyüncü,Çaglar Söyüncü,2,DEF,LEI,28,4200000,24520,BRE (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
7003,268,James,Justin,Justin,James Justin,2,DEF,LEI,20,4200000,62379,NFO (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
7004,268,James,Justin,Justin,James Justin,2,DEF,LEI,21,4200000,59481,BHA (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
7005,268,James,Justin,Justin,James Justin,2,DEF,LEI,22,4200000,55811,AVL (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
7006,268,James,Justin,Justin,James Justin,2,DEF,LEI,23,4200000,54131,TOT (H),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
7007,268,James,Justin,Justin,James Justin,2,DEF,LEI,24,4200000,52818,MUN (A),0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
